state_code,county_code,total_applications,advantaged_n,disadvantaged_n,advantaged_approval_rate,disadvantaged_approval_rate,approval_disparity_gap
TX,48467.0,5536,5261,275,0.6681239308116328,0.5054545454545455,0.1626693853570873
TX,48375.0,6456,5950,506,0.7492436974789916,0.5889328063241107,0.16031089115488084
TX,48189.0,1275,1211,64,0.685383980181668,0.53125,0.15413398018166802
CA,6001.0,84921,78050,6871,0.8033824471492633,0.6504147867850386,0.1529676603642247
TX,48277.0,2524,2271,253,0.7384412153236459,0.5889328063241107,0.14950840899953521
TX,48249.0,1860,1805,55,0.5811634349030471,0.43636363636363634,0.14479979853941077
TX,48071.0,6690,5995,695,0.7734778982485404,0.6316546762589929,0.14182322198954755
TX,48221.0,7519,7256,263,0.7754961411245865,0.6349809885931559,0.14051515253143065
CA,6069.0,4210,3981,229,0.7689022858578247,0.62882096069869,0.14008132515913474
CA,6025.0,7227,6956,271,0.7640885566417481,0.6273062730627307,0.13678228357901745
